Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R26,110k,R0402,135.7911,-111.9886,-90.0,top
R27,200k,R0402,156.4286,-111.9886,-90.0,top
R28,33k,R0402,174.2086,-112.3061,-90.0,top
R29,140k,R0402,142.4586,-113.8936,180.0,top
R30,200k,R0402,122.4561,-114.5286,90.0,top
R31,33k,R0402,123.7261,-114.5286,90.0,top
R32,20k,R0402,134.5211,-114.5286,90.0,top
R33,120k,R0402,135.7911,-114.5286,90.0,top
R34,33k,R0402,144.3636,-114.5286,90.0,top
R35,20k,R0402,155.1586,-114.5286,90.0,top
R36,120k,R0402,156.4287,-114.5286,90.0,top
R37,2.2k,R0402,162.7786,-114.8461,-90.0,top
R38,100k,R0402,142.4586,-115.1636,180.0,top
R39,100k,R0402,156.4286,-116.7511,-90.0,top
R40,100k,R0402,122.4561,-117.0686,-90.0,top
R41,100k,R0402,135.7911,-117.0686,-90.0,top
R42,10kB,ALPS_POT_VERTICAL,129.1236,-122.57175,180.0,top
R43,10kB,ALPS_POT_VERTICAL,148.4911,-122.57175,180.0,top
R44,10kB,ALPS_POT_VERTICAL,167.8586,-122.57175,180.0,top
R45,10k,R0402,154.5236,-144.6911,-90.0,top
R46,1.0k,R0603,163.0961,-145.6436,0.0,top
R47,1.0k,R0603,174.5261,-145.6436,0.0,top
R48,10k,R0402,140.8711,-145.9611,-90.0,top
R49,10k,R0402,144.6811,-145.9611,-90.0,top
R50,10k,R0402,132.4573,-146.4373,180.0,top
R51,10k,R0402,142.4586,-147.2311,90.0,top
SW1,,TACTILE-PTH,144.0461,-58.0136,0.0,top
SW2,,TACTILE-PTH,152.9361,-58.0136,0.0,top
